device_id,date,city,timestamp,longitude,latitude,duration_hours
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-07,Dodoma,2025-10-07 13:34:40+03:00,35.73568,-6.17487,9.393611111111111
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-07,Dodoma,2025-10-07 07:47:09+03:00,35.7355995,-6.1749001,9.393611111111111
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-07,Dodoma,2025-10-07 07:47:05+03:00,35.73558,-6.17492,9.393611111111111
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-07,Dodoma,2025-10-07 13:34:12+03:00,35.73548,-6.17499,9.393611111111111
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:43+03:00,39.2847,-6.7963,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:40+03:00,39.28473,-6.79625,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:01+03:00,39.2847,-6.79625,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:29+03:00,39.2847,-6.7963,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:45+03:00,39.2847,-6.7963,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dar es Salaam,2025-10-04 21:56:33+03:00,39.2847,-6.7963,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:29:46+03:00,35.75334,-6.18017,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:55+03:00,35.7533,-6.18007,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:06+03:00,35.75331,-6.18015,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:46+03:00,35.75331,-6.18011,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:50+03:00,35.75338,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:32+03:00,35.75337,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:11+03:00,35.75331,-6.18018,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:53+03:00,35.7533,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:05+03:00,35.7533,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:02+03:00,35.75331,-6.18015,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:54+03:00,35.75331,-6.18012,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:31:51+03:00,35.7533,-6.18018,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:39+03:00,35.7533,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:08+03:00,35.75337,-6.18015,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:52+03:00,35.75336,-6.18016,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:01+03:00,35.75335,-6.18017,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:36+03:00,35.75331,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:09+03:00,35.75334,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:57+03:00,35.75334,-6.18011,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:56+03:00,35.75338,-6.18018,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:51+03:00,35.7533,-6.1801,-14.402777777777779
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,Dodoma,2025-10-04 07:30:04+03:00,35.75335,-6.18016,-14.402777777777779
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dar es Salaam,2025-10-06 13:21:37+03:00,39.27995,-6.82,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dar es Salaam,2025-10-06 13:21:38+03:00,39.2799,-6.82,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dar es Salaam,2025-10-06 13:21:47+03:00,39.2799,-6.82,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dodoma,2025-10-06 13:17:32+03:00,35.7500746,-6.160568,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dodoma,2025-10-06 15:45:35+03:00,35.7500722,-6.1605747,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dodoma,2025-10-06 14:09:09+03:00,35.7500544,-6.1605155,2.3994444444444443
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,Dodoma,2025-10-06 06:58:41+03:00,35.7500847,-6.1605368,2.3994444444444443
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:14:03+03:00,39.28468,-6.79638,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:14:29+03:00,39.28471,-6.79631,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:58+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:01+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:56+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:56+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:07+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:05+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:14:25+03:00,39.28474,-6.79622,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:57+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:16:18+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:08+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:00+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:46+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:07+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:55+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:52+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:09+03:00,39.28472,-6.79633,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:36:57+03:00,39.28473,-6.79628,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:00+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:37+03:00,39.28463,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:36+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:50+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:52+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:16:09+03:00,39.2847,-6.7963,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 15:38:37+03:00,35.78993,-6.1299,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 17:51:01+03:00,35.79004,-6.12993,0.26555555555555554
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 17:31:53+03:00,35.78994,-6.13003,0.26555555555555554
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:05:51+03:00,39.29008,-6.81993,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:01+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:04+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:48:27+03:00,39.29,-6.82001,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:48:17+03:00,39.29,-6.82002,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:17+03:00,39.28998,-6.81992,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:27+03:00,39.28999,-6.81999,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:55+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:40+03:00,39.28998,-6.81996,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:38+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:04+03:00,39.29003,-6.82006,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:49+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:14+03:00,39.29007,-6.81996,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:01+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:18+03:00,39.2899,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:34+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:31:07+03:00,39.29002,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:53+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:48+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:31:56+03:00,39.29004,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:04+03:00,39.29,-6.82,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:43+03:00,35.74,-6.16,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:47+03:00,35.7399,-6.16,13.898888888888889
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:42+03:00,35.74,-6.16,13.898888888888889
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dar es Salaam,2025-10-01 22:48:10+03:00,39.28473,-6.79636,-10.223055555555556
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dodoma,2025-10-01 11:20:54+03:00,35.74431,-6.18332,-10.223055555555556
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dodoma,2025-10-01 12:34:47+03:00,35.74422,-6.1833,-10.223055555555556
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:28+03:00,39.29346,-6.82274,-2.8080555555555557
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:43+03:00,39.29356,-6.8227,-2.8080555555555557
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:49+03:00,39.2935,-6.8227,-2.8080555555555557
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:40:59+03:00,35.75997,-6.19,-2.8080555555555557
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:40:16+03:00,35.75998,-6.19,-2.8080555555555557
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:09:00+03:00,35.75993,-6.19,-2.8080555555555557
b3edb5e5-d8ec-4990-8c71-9e964cf05878,2025-10-07,Dar es Salaam,2025-10-07 19:33:08+03:00,39.29,-6.82,-6.398333333333333
b3edb5e5-d8ec-4990-8c71-9e964cf05878,2025-10-07,Dodoma,2025-10-07 13:09:14+03:00,35.7355,-6.17494,-6.398333333333333
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:57:01+03:00,39.215584,-6.7261304,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:12:18+03:00,39.215538,-6.7261688,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:46:01+03:00,39.215584,-6.7261411,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 01:33:56+03:00,39.21417,-6.7216478,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:02:55+03:00,39.211134,-6.7203082,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:07:10+03:00,39.214221,-6.7215263,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:16:07+03:00,39.21558,-6.7261872,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:22:44+03:00,39.215544,-6.7261737,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:37:17+03:00,39.215586,-6.72617,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:26:38+03:00,39.215571,-6.726133,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:42:17+03:00,39.21554,-6.726117,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:51:00+03:00,39.215514,-6.7261636,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:57:34+03:00,39.20746,-6.86647,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:06:44+03:00,39.211127,-6.7203572,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 07:10:32+03:00,39.207446,-6.8664254,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:37:34+03:00,39.213915,-6.722133,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:07:32+03:00,39.214117,-6.722071,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:31:58+03:00,39.211941,-6.7226624,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:45:02+03:00,39.20758,-6.866543,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:36:25+03:00,39.211911,-6.7226035,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:48:34+03:00,39.215532,-6.7261248,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:43:51+03:00,39.213932,-6.722152,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:33:58+03:00,39.2081,-6.862327,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:15:49+03:00,39.226077,-6.8204682,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:24:30+03:00,39.211107,-6.7203524,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 08:15:33+03:00,39.20737,-6.8670861,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:13:52+03:00,39.215567,-6.7261618,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:26:31+03:00,39.215568,-6.7261317,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:00:22+03:00,39.213338,-6.7217503,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:11:32+03:00,39.21418,-6.7267331,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:01:32+03:00,39.214172,-6.72193,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:38:52+03:00,39.215518,-6.7261846,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:26:35+03:00,39.215506,-6.7261823,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:56:46+03:00,39.213018,-6.7236076,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:18:34+03:00,39.21391,-6.721842,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:09:55+03:00,39.207421,-6.795655,19.982777777777777
