device_id,date,city,timestamp,longitude,latitude
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:56+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:07+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:05+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:14:25+03:00,39.28474,-6.79622
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:57+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:16:18+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:08+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:00+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:46+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:07+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:55+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:17:52+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:09+03:00,39.28472,-6.79633
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:36:57+03:00,39.28473,-6.79628
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:00+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:15:37+03:00,39.28463,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:36+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 17:35:50+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:13:52+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dar es Salaam,2025-10-01 20:16:09+03:00,39.2847,-6.7963
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 15:38:37+03:00,35.78993,-6.1299
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 17:51:01+03:00,35.79004,-6.12993
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,Dodoma,2025-10-01 17:31:53+03:00,35.78994,-6.13003
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:05:51+03:00,39.29008,-6.81993
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:01+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:04+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:48:27+03:00,39.29,-6.82001
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:48:17+03:00,39.29,-6.82002
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:17+03:00,39.28998,-6.81992
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 00:35:27+03:00,39.28999,-6.81999
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:55+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:40+03:00,39.28998,-6.81996
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:38+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:04+03:00,39.29003,-6.82006
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:49+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:14+03:00,39.29007,-6.81996
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:01+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:18+03:00,39.2899,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:13:34+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:31:07+03:00,39.29002,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:53+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:23:48+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 21:31:56+03:00,39.29004,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dar es Salaam,2025-10-06 22:00:04+03:00,39.29,-6.82
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:43+03:00,35.74,-6.16
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:47+03:00,35.7399,-6.16
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,Dodoma,2025-10-06 13:59:42+03:00,35.74,-6.16
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dar es Salaam,2025-10-01 22:48:10+03:00,39.28473,-6.79636
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dodoma,2025-10-01 11:20:54+03:00,35.74431,-6.18332
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,Dodoma,2025-10-01 12:34:47+03:00,35.74422,-6.1833
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:28+03:00,39.29346,-6.82274
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:43+03:00,39.29356,-6.8227
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dar es Salaam,2025-10-07 13:29:49+03:00,39.2935,-6.8227
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:40:59+03:00,35.75997,-6.19
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:40:16+03:00,35.75998,-6.19
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,Dodoma,2025-10-07 10:09:00+03:00,35.75993,-6.19
b3edb5e5-d8ec-4990-8c71-9e964cf05878,2025-10-07,Dar es Salaam,2025-10-07 19:33:08+03:00,39.29,-6.82
b3edb5e5-d8ec-4990-8c71-9e964cf05878,2025-10-07,Dodoma,2025-10-07 13:09:14+03:00,35.7355,-6.17494
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:57:01+03:00,39.215584,-6.7261304
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:12:18+03:00,39.215538,-6.7261688
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:46:01+03:00,39.215584,-6.7261411
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 01:33:56+03:00,39.21417,-6.7216478
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:02:55+03:00,39.211134,-6.7203082
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:07:10+03:00,39.214221,-6.7215263
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:16:07+03:00,39.21558,-6.7261872
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:22:44+03:00,39.215544,-6.7261737
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:37:17+03:00,39.215586,-6.72617
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:26:38+03:00,39.215571,-6.726133
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:42:17+03:00,39.21554,-6.726117
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 00:51:00+03:00,39.215514,-6.7261636
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:57:34+03:00,39.20746,-6.86647
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:06:44+03:00,39.211127,-6.7203572
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 07:10:32+03:00,39.207446,-6.8664254
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:37:34+03:00,39.213915,-6.722133
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:07:32+03:00,39.214117,-6.722071
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:31:58+03:00,39.211941,-6.7226624
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:45:02+03:00,39.20758,-6.866543
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:36:25+03:00,39.211911,-6.7226035
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:48:34+03:00,39.215532,-6.7261248
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:43:51+03:00,39.213932,-6.722152
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:33:58+03:00,39.2081,-6.862327
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:15:49+03:00,39.226077,-6.8204682
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:24:30+03:00,39.211107,-6.7203524
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 08:15:33+03:00,39.20737,-6.8670861
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:13:52+03:00,39.215567,-6.7261618
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:26:31+03:00,39.215568,-6.7261317
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:00:22+03:00,39.213338,-6.7217503
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:11:32+03:00,39.21418,-6.7267331
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:01:32+03:00,39.214172,-6.72193
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:38:52+03:00,39.215518,-6.7261846
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:26:35+03:00,39.215506,-6.7261823
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:56:46+03:00,39.213018,-6.7236076
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:18:34+03:00,39.21391,-6.721842
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:09:55+03:00,39.207421,-6.795655
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:08:54+03:00,39.213904,-6.721946
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:21:24+03:00,39.244114,-6.83962
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:16:03+03:00,39.214063,-6.7220864
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:48:51+03:00,39.21406,-6.721863
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:53:53+03:00,39.215566,-6.726121
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 07:03:19+03:00,39.20742,-6.86643
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:18:59+03:00,39.215518,-6.726178
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:02:01+03:00,39.213957,-6.721953
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:16:04+03:00,39.21551,-6.7261063
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 03:32:31+03:00,39.21397,-6.721821
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:21:01+03:00,39.215575,-6.7261331
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:54:41+03:00,39.21191,-6.7226112
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 06:57:30+03:00,39.20746,-6.866407
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:50:58+03:00,39.213933,-6.7218807
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 05:43:09+03:00,39.213867,-6.7218462
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dar es Salaam,2025-10-03 04:32:38+03:00,39.215568,-6.7261778
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dodoma,2025-10-03 20:01:53+03:00,35.766241,-6.172673
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,Dodoma,2025-10-03 11:59:54+03:00,35.7435,-6.1891651
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-04,Dar es Salaam,2025-10-04 01:28:22+03:00,39.215548,-6.7261334
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-04,Dar es Salaam,2025-10-04 02:07:01+03:00,39.215557,-6.7261635
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-04,Dar es Salaam,2025-10-04 01:47:40+03:00,39.215574,-6.7261838
