device_id,date,duration_hours
79A3CA56-D1D0-4A8B-A671-DC38CA6778CC,2025-10-01,-4.31
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-01,-10.416944444444445
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-05,12.158888888888889
FFB268F4-4962-40F3-B01A-AD98A08F9723,2025-10-07,9.393611111111111
26a066f2-52d8-45f8-8ace-5a97c7921b9a,2025-10-04,-14.402777777777779
1cf84a03-d16e-4f2a-8f03-4a4f75895ba6,2025-10-06,2.3994444444444443
0fa46637-ead3-4896-84dd-b20c46ab1601,2025-10-01,0.26555555555555554
E9EEF812-B121-41A4-A4BD-8B6C4C050C7C,2025-10-06,13.898888888888889
57FFB277-D701-42DF-9ED0-C172EE07B930,2025-10-01,-10.223055555555556
E017CA14-F069-4F34-AB9E-12879F927EAC,2025-10-07,-2.8080555555555557
b3edb5e5-d8ec-4990-8c71-9e964cf05878,2025-10-07,-6.398333333333333
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-03,19.982777777777777
d7d82e55-b367-4c76-a462-3211afebcff1,2025-10-04,21.83
8dae801a-a278-44d6-8a02-a1f89bf15f1f,2025-10-06,11.476111111111111
4255efaf-bbf5-4146-a1c0-18717087026c,2025-10-03,-3.255
5ec764da-a331-4e35-82ba-1bd8017f048f,2025-10-04,-8.965
5ec764da-a331-4e35-82ba-1bd8017f048f,2025-10-05,17.218888888888888
C34D07D7-6693-4969-B443-D624A428EA35,2025-10-06,-3.2983333333333333
754F9373-7FE9-4D52-9AA4-2B3DD328D0F0,2025-10-06,-4.004444444444444
0212a538-d55f-4256-a1c7-f10f127bdcbd,2025-10-02,16.720277777777778
0212a538-d55f-4256-a1c7-f10f127bdcbd,2025-10-03,16.365277777777777
4f8d8230-630a-4827-a50e-db505cf5c7cd,2025-10-06,14.538055555555555
d2dfc3b1-48a0-4dde-a974-75a1da040c78,2025-10-04,2.082777777777778
05c58c04-55cc-49b3-9886-f8356bccb043,2025-10-05,-1.5880555555555556
d7d82e55-b367-4c76-a462-3221afebcff1,2025-10-03,14.546666666666667
53c7b49e-4ef1-4fff-8838-c1dace61d695,2025-10-04,17.545277777777777
fc4cd1d1-9649-4389-9e46-89488b9374aa,2025-10-05,6.098611111111111
fc4cd1d1-9649-4389-9e46-89488b9374aa,2025-10-07,-14.796944444444444
e18e6329-705c-4874-a550-233a7fc00d2d,2025-10-02,-4.2875
c42e6169-1845-4bb8-9165-2259597a293b,2025-10-04,-1.4377777777777778
24761362-010b-45f0-aa82-83aa0c1f1eee,2025-10-04,-2.0530555555555554
21d86015-0ce1-453d-a6cb-c17603c12f8a,2025-10-02,9.563611111111111
bbf91a78-c1a2-4cd5-b26f-4d19cb510ce9,2025-10-07,6.756666666666667
7fd4bec7-d002-48bc-a223-2d198020ba71,2025-10-02,22.216666666666665
ee15c161-1f1a-4524-a3de-007f0520ebbc,2025-10-07,23.86638888888889
1ae3cad0-5011-4b4c-ab77-12e4acd44e48,2025-10-01,-10.2125
0a380c14-5d9d-4768-93f9-b936b8a6cdf1,2025-10-01,16.719722222222224
f754e113-03e0-40c3-ac47-c7bf0f465aa0,2025-10-01,12.206111111111111
22d86025-0ce1-453d-a6cb-c17603c22f8a,2025-10-02,6.494166666666667
8603D581-4FA2-4936-B1E6-149A16FD21AB,2025-10-07,-4.544722222222222
47DD7EAA-AB45-4D1D-BDA2-2EE433B4D2B0,2025-10-06,3.7380555555555555
cf114665-713d-4410-a6a1-c315a38b4756,2025-10-06,21.52611111111111
039ECEAA-DDE2-423B-A48F-0D8EB3EF461A,2025-10-05,1.5672222222222223
f7e52e15-dc2e-45ad-a377-0ee47cf1301d,2025-10-02,-8.690277777777778
f7e52e15-dc2e-45ad-a377-0ee47cf1301d,2025-10-03,-5.5375
f7e52e15-dc2e-45ad-a377-0ee47cf1301d,2025-10-04,8.5625
0FA46637-EAD3-4896-84DD-B20C46AB1601,2025-10-01,0.2625
a09930fa-d67f-4fa2-aeb6-8db0ae489e31,2025-10-04,18.953055555555554
433F30A6-5303-4024-9770-5C5564EFB9EA,2025-10-04,6.99
f1c2d23e-9db4-4e35-a6e3-6cda58f99b29,2025-10-04,3.1225
8bf1c150-8b73-4637-810f-d7c38f0c2d0d,2025-10-04,-2.765
a0c182a0-a5af-4c6d-a76b-22a2a63c4c08,2025-10-02,13.630833333333333
5a45f18f-dd85-4c38-bebc-ec7c8bf53f27,2025-10-06,-10.71111111111111
a0c282a0-a5af-4c6d-a76b-22a2a63c4c08,2025-10-02,11.828611111111112
3BF3A687-64BF-42F0-8495-D0295111CA28,2025-10-04,-11.5375
7cc23e71-40f2-4a78-a648-5e457dc22c18,2025-10-06,18.31888888888889
14B79ED7-CEA9-4E1E-B70B-7D6401BD06D9,2025-10-05,1.1130555555555555
a2f9b160-fd2a-408c-bb5f-ca1b746ad6e4,2025-10-01,-2.0341666666666667
7cc13e71-40f1-4a78-a648-5e457dc12c18,2025-10-06,16.49416666666667
7766eb73-e774-4d38-ada0-09362a9ac33f,2025-10-04,-3.2725
831c55fe-9d33-4762-b960-bd4d1d0a0ce7,2025-10-04,23.50722222222222
831c55fe-9d33-4762-b960-bd4d1d0a0ce7,2025-10-06,-3.9161111111111113
f6051751-3f8d-4ab4-a3a1-8cbd5d075084,2025-10-07,21.2775
4c1ad8a7-e18b-4491-b90b-dad83c307f8b,2025-10-02,-5.178333333333334
6e4ab52b-1283-4b34-a93f-9188a53ea483,2025-10-01,10.706388888888888
24f0b89c-7c3f-4c5c-900f-d15528b8cc48,2025-10-01,2.9191666666666665
87ccaa86-11ed-41ce-aa3d-8756f2134273,2025-10-06,20.490833333333335
87ccaa86-11ed-41ce-aa3d-8756f2134273,2025-10-07,13.368055555555555
7ac6135a-50d7-4e9a-bbea-06f3fdb13aee,2025-10-01,1.576111111111111
3C7A4516-5CC8-41A0-93CA-687DC763BF8C,2025-10-01,3.8969444444444443
114AF2CE-F73D-49D7-B804-9869C6B7228D,2025-10-03,4.268611111111111
ccdf4fea-8b39-437e-8213-271ca808c56e,2025-10-03,0.5869444444444445
233c819a-8d7a-4cde-91e5-80731c193cf5,2025-10-06,9.211388888888889
b20466df-2722-4e6d-a7bc-d5be2f052460,2025-10-03,14.07638888888889
C169E216-5CD9-4097-B680-667C51674735,2025-10-06,0.12333333333333334
85a32593-1806-42a8-8406-423438542bf3,2025-10-02,-4.189444444444445
74d6791f-340a-40f6-939b-c580cfabc6ff,2025-10-04,18.532777777777778
2db9d5ca-9b33-4544-a461-f46495b6ee2b,2025-10-05,-5.44
7BBECB05-50F4-43D7-8C80-119F3EC69A19,2025-10-06,6.536111111111111
7BBECB05-50F4-43D7-8C80-119F3EC69A19,2025-10-07,5.726111111111111
7a8880a5-945a-44df-95ad-b22420468584,2025-10-03,5.453611111111111
947aa495-ff0a-4fcd-8c7a-9da46f2d7a76,2025-10-06,-6.336944444444445
30786B9B-4F99-4F96-823C-004D10178864,2025-10-05,-6.473333333333334
fb3d621b-ac01-4756-93ca-93d149e995ae,2025-10-01,-11.22638888888889
bcc7eb45-3dfd-46d0-b151-d8b7b167ba75,2025-10-01,0.043333333333333335
d4b43528-2253-41fa-a1f5-bb1efdadb7bb,2025-10-03,11.006388888888889
d32130d6-eb1b-4e04-8d15-97d549c225eb,2025-10-02,4.911388888888889
B93DA0B9-6D2E-4845-A353-F840492D5302,2025-10-03,-1.96
1C0DB2EB-2811-4EEE-AF09-53B6EBADE0A7,2025-10-04,10.675833333333333
4b326444-d4d9-4b0c-a960-dbe34d04bad2,2025-10-05,-3.18
01ee5218-88f6-49ab-82c1-7133fcb0e10e,2025-10-04,4.929722222222222
78642ed3-30f3-4669-97f2-2deb9fb013f2,2025-10-01,4.983333333333333
78642ed3-30f3-4669-97f2-2deb9fb013f2,2025-10-04,3.8419444444444446
78642ed3-30f3-4669-97f2-2deb9fb013f2,2025-10-06,-0.5091666666666667
a9a9f757-8962-45a5-8030-8a9baf974051,2025-10-07,5.765555555555555
e9597f4d-140e-4d36-8786-0df6d9eae387,2025-10-04,1.3652777777777778
4B326444-D4D9-4B0C-A960-DBE34D04BAD2,2025-10-05,6.2619444444444445
19220163-C854-409B-BB81-ECB206FD7080,2025-10-04,0.2577777777777778
a4e11bf1-dfc8-4b23-a4b2-176628ad11c8,2025-10-05,-5.885277777777778
9fe609c5-569a-4f6c-942b-f04166dfcb9d,2025-10-05,-3.7352777777777777
214e7b0a-9d31-414c-b1f1-783a39e01905,2025-10-02,5.025277777777778
2AEE4A1C-4E8C-457D-808E-4373D4D6C88E,2025-10-04,3.7383333333333333
fc6b38d7-b66c-463f-abd2-2d76f2d0c08f,2025-10-02,21.18111111111111
fc6b38d7-b66c-463f-abd2-2d76f2d0c08f,2025-10-04,17.540277777777778
d5806e07-0800-418a-8d40-48dbe61b4e73,2025-10-04,-5.438055555555556
233C819A-8D7A-4CDE-91E5-80731C193CF5,2025-10-06,-1.8127777777777778
5467240e-46c3-49bc-86e1-f6728ab40bf3,2025-10-03,4.471388888888889
d4ea038d-eb3b-4cb9-82ce-b9185eb15d75,2025-10-06,7.963611111111111
a5f268bc-e138-402a-bbdb-39b9218091db,2025-10-02,-6.9622222222222225
